,x,y,z
106,-0.34229425,0.3647931,0.35794577
107,-1.0494156,0.061278474,-0.043007933
108,-0.6052429,-0.822781,0.602608
109,1.07344,0.14190723,0.36003172
110,-0.5500523,0.67373234,-0.6013906
111,-0.44080192,-0.1864089,0.20002595
112,-0.6439757,-0.9629079,0.4575501
113,-0.5284236,0.20309556,-0.6830932
114,-0.047149744,0.08147358,-0.93944114
115,-0.6133984,0.4537568,0.8315697
116,0.23909685,-0.071059525,-0.039397713
117,0.6028016,0.18618278,1.0355719
118,0.41299304,0.057663564,-0.17192379
119,-0.15216273,-0.3076389,0.087699465
120,-0.49655533,0.61902344,0.18780097
121,-0.6694683,0.9989364,-0.10927194
122,0.10888215,1.0161803,0.491595
123,-0.41273597,-0.9018198,0.91606295
124,0.3001819,0.08365273,1.1657314
125,0.721493,-0.8708128,-0.28969482
126,0.1747242,0.6561467,1.1229141
127,0.5556314,0.5500913,0.5338691
128,0.48487112,0.106811106,-0.43950236
129,0.2084795,-0.24787146,0.08601451
130,0.014721697,0.2786356,-1.0237246
131,-0.8686524,0.1907209,0.4477876
132,0.22818859,-0.25249323,-0.9320959
133,-0.41625208,-0.25457826,0.27448902
134,1.049639,-0.384135,-0.201617
135,0.5937531,-0.11945515,-0.50748795
136,-0.11890121,-0.8978574,-0.6280325
137,-0.004080568,-0.20268637,1.2181147
138,-0.34401524,0.20147088,0.5116607
139,-0.11677791,0.060975675,0.032906868
140,-0.24809235,0.14910083,-0.6808994
141,-0.3167267,-0.5731383,0.5409989
142,-0.6950696,-0.67231303,0.61073184
143,-0.80363834,0.38186526,-0.47354305
144,0.88924116,0.82554966,-0.07604118
145,0.42021284,-0.73753923,-0.33613068
146,0.2076039,-0.19643863,1.1626793
147,0.7936089,-0.3954566,-0.42044142
148,-0.30076897,0.22573736,-0.3988409
149,0.31037226,-0.22647087,0.31111795
150,-0.15968367,-0.5138356,1.3021333
151,-0.031422004,0.9863806,0.93063813
152,0.104085535,0.33369556,-0.4242808
153,0.06422546,-0.8208018,-0.3882317
154,0.19129118,-0.56486195,0.316445
155,0.37855098,0.8243545,-0.5529468
156,0.93472517,0.24353276,0.43229216
157,-0.20307368,-0.2921537,0.22829427
158,-1.0430033,0.25788027,-0.45562723
159,-0.27676097,-0.52826566,-0.17981821
160,0.54761475,-0.5071957,0.3470116
161,-0.059873994,0.4091779,1.2730744
162,-0.009084382,0.24210712,-0.23339027
163,0.5704719,-0.01127171,0.652006
164,-0.16293165,-0.63399494,0.9787558
165,0.7485397,0.4867412,-0.38863716
166,0.22557667,-0.34756526,-0.8400448
167,-0.13498557,-0.78716767,0.28575236
168,0.3969584,0.4806914,1.0539892
169,-0.62583,-0.026437592,-0.51597637
170,0.49072194,-0.4003126,0.74291694
171,-1.0866091,-0.46177414,0.27972823
172,0.7268079,-0.45311874,0.49572843
173,0.96494436,0.28965798,-0.48660132
174,0.6679707,-0.24517271,0.13068905
175,0.67068356,-0.20558305,-0.015607494
176,-0.3634446,-0.5319025,-0.3282297
177,0.26934198,0.03172128,-0.49232548
178,0.6455962,0.49005154,-0.68426025
179,0.09243606,0.23234984,0.3812155
180,0.12714343,-1.032533,-0.047866967
181,-0.3182787,-0.60061556,0.7395503
182,-0.012133682,-0.048533555,0.41201946
183,0.81170243,-0.38047698,0.6260404
184,0.16432992,-0.58242935,1.1275749
185,0.7435651,0.39612958,1.0574543
186,0.49367866,0.45035192,0.47752845
187,-0.92782533,-0.41220286,0.78977066
188,-0.60049105,0.33501425,0.28096345
189,0.103166446,1.15748,-0.21431959
190,0.20542616,-0.38529235,0.4832888
191,-0.44097444,-0.028392024,0.85701853
192,0.45823845,-0.13524324,-0.38493332
193,-0.8409405,0.7370239,0.66520554
194,-0.2006817,0.34631488,-0.075014
195,0.46391323,-0.17423527,-0.56768817
196,-0.021013632,-1.0894777,0.3859285
197,-0.5775165,0.74389774,-0.2930951
198,-0.2687661,-0.050152913,0.43105137
199,-0.52084357,0.4874547,1.081306
200,-0.89376116,-0.0027796163,0.47638935
201,-0.43384674,0.04427911,-0.84933376
202,-0.2576918,-0.9182106,0.34985211
203,0.47366244,0.75146675,-0.5686244
204,-1.1200718,0.10324084,0.7036513
205,-0.11920429,0.35894424,0.24700665
206,-0.7947052,0.72424626,0.57776946
207,-0.004510709,0.13840888,0.72900444
208,0.37581423,-0.7511439,0.6315706
209,-0.09344261,0.92068124,0.74892265
210,0.6067663,-0.18626666,-0.20416252
211,0.91757876,0.19668852,0.027538547
212,0.56314415,-0.033327647,1.1145581
213,1.0017546,-0.19569768,-0.3769305
214,0.30741647,0.32890055,0.76378256
215,-0.7975576,0.8859627,0.16169465
216,-0.6319223,0.92687476,0.04426314
217,0.037043385,-0.35191658,0.41337714
218,-0.6046664,0.39184165,-0.25602484
219,-0.8256052,0.04943487,-0.22649206
220,0.8222084,-0.17278118,-0.4472143
221,0.29286247,0.51694304,-0.6513952
222,0.40951133,-0.063422814,1.0414262
223,0.76417536,0.21338591,1.1016783
224,1.0846876,-0.45960975,0.19908702
225,0.34779984,0.91979575,0.067849636
226,0.038990073,-0.02788355,0.5981606
227,0.5117019,-0.7453664,0.6145811
228,-0.14062445,0.9203556,-0.6261255
229,0.45812008,-0.00706309,0.4756181
230,-0.7108121,0.39721367,-0.084338985
231,0.37808245,-0.9835174,0.57561326
232,-0.2327301,0.92688364,0.8869637
233,0.16754065,0.59612304,1.1272889
234,-0.23964919,-0.4324171,0.59998345
235,-0.1610417,0.7945855,-0.7684774
236,-0.33384615,-0.25956827,0.669668
237,-0.27860475,-0.12826595,-0.47513968
238,0.25862148,0.420532,0.47972587
239,-0.09126489,-0.30053556,1.0893341
240,0.047704462,-0.052045304,-1.0048949
241,-0.39688042,-0.29951096,-0.071943045
242,0.20043093,0.08400637,0.45076272
243,0.66220814,0.7824643,0.7263077
244,-0.035320602,-0.6080586,-0.35681775
245,-0.48177508,0.7575647,0.2789032
246,-0.47173074,0.27583447,0.72137666
247,-0.56844,-0.21612725,-0.7642848
248,-0.79712665,0.45279464,-0.6154041
249,0.062908456,0.5226157,-0.8018077
250,-0.041135885,0.7649814,0.30656636
251,-0.67980057,-0.7198879,0.45845246
252,-0.36644655,-0.6578236,0.8823138
253,-0.5629849,0.8065358,-0.0096543655
254,0.41887474,-1.0111617,0.4906483
255,-0.1205808,0.21652116,-0.64896446
256,0.2677351,0.116743535,-0.48913226
257,-0.272735,0.23619084,0.17291714
258,-0.23920308,-0.17950097,0.7249944
259,-0.9897259,0.56084704,0.37696728
260,-0.6657198,0.10002979,1.1311977
261,0.37719342,0.082394466,-0.25816563
262,0.40459797,0.14445855,0.7576263
263,-0.08698597,-1.0996442,0.33674204
264,-0.124072656,0.64040834,-0.20007119
265,-0.6633948,-0.2517102,-0.68795997
266,0.8550832,0.05239494,0.48996422
267,0.8151691,0.7050702,0.7028617
268,0.1345056,-0.48618922,-0.07654621
269,-0.13199365,0.25148582,0.22019857
270,-0.24254955,-0.8161887,0.6683777
271,1.056893,-0.0323452,0.44663236
272,0.6620245,-0.8129034,0.1874152
273,-0.25334242,-0.88406503,-0.15016395
274,-0.16875531,-0.47045967,0.19635466
275,-0.15122078,-0.9858383,0.5330658
276,-0.70990455,0.2989699,0.55650276
277,-0.49181214,-0.9973855,0.66140336
278,0.7849257,0.2880486,-0.30336595
279,0.3097396,0.06760366,-0.0037915402
280,-0.7634437,-0.33060163,-0.03367562
281,0.81884474,0.58403593,0.85426223
282,-1.2224219,-0.209615,0.13436037
283,-0.9072257,0.08827533,-0.5309953
284,-0.9756595,0.11989872,0.06694334
285,-0.87487835,-0.43831018,0.77439266
286,-0.059954677,-0.31027928,-0.08280931
287,-0.10138308,0.71254134,1.1612117
288,0.47033677,-0.1559922,-0.43232346
289,-0.09630634,0.3430037,0.5793848
290,0.98779434,0.3416742,0.46583396
291,0.5935844,0.030554801,0.63156945
292,-0.50866103,-0.37574193,0.8676338
293,0.40342653,-0.7870111,-0.63372666
294,0.31165892,-0.2951509,-0.55478185
295,-0.946534,0.28753242,0.86758447
296,0.35976064,0.075755335,-0.96412194
297,1.1999258,0.25470397,0.38705665
298,0.62018293,0.7794245,0.57219654
299,-0.68846095,-0.31958243,0.011192207
300,-0.15148753,0.28234896,1.2886896
301,0.9673123,0.36452702,-0.35423303
302,-0.09865126,0.8549964,0.7522267
303,0.6911186,0.39040458,-0.6254281
304,0.56494975,0.79446334,-0.5352216
305,0.014631732,0.8517576,0.7630039
306,0.10559301,0.22586922,0.20190136
307,-0.50612885,0.16255498,0.65321326
308,0.9333073,0.34072837,0.83380383
309,-0.7399109,0.13771237,0.76367825
310,0.28996363,-0.77993816,-0.18053858
311,-0.43267095,-0.8777799,-0.30498946
312,-0.12847342,0.55517733,1.1464895
313,0.23261084,-0.27118576,-0.037445396
314,0.22050567,-0.047567774,0.5368138
315,-1.0878661,0.19995947,0.33471146
316,0.15165024,0.25871918,0.62216985
317,-0.4144042,0.7122424,0.70020235
318,0.7215374,0.043172643,0.031497493
319,-0.8813687,-0.4295181,0.016048415
320,0.356413,-0.19687986,0.5214434
321,0.71412903,-0.9541595,-0.044237778
322,0.8495057,-0.2904176,0.36068067
323,0.2194234,-0.78880936,-0.1634114
324,0.8292426,-0.56732297,0.22619691
325,-0.78474647,0.75660825,0.076467216
326,0.56984824,-0.008847119,0.023126757
327,0.5737706,0.66378224,-0.67172956
328,0.27556288,-0.9116148,0.8094377
329,-0.5701257,0.6484957,0.055349607
330,-0.9018866,0.08105171,-0.041260995
331,0.40947422,1.1584861,0.33142045
332,-0.6086748,0.3854365,-0.5737559
333,0.16332564,-0.09016878,1.3610133
334,0.27131817,-0.37623408,-0.78376055
335,0.8765401,0.15305696,0.23947728
336,-1.0808291,0.51958776,0.28984556
337,-1.0456866,-0.1042484,0.14274071
338,0.42255583,-0.094261095,-0.039586145
339,0.37743366,0.113579676,-0.91331726
340,0.031256624,0.76600903,0.07909969
341,-0.6034479,-0.8382341,-0.24346234
342,0.6418788,0.04846465,-0.5567968
343,-0.09017156,1.0230505,0.2777545
344,-0.00546873,-0.9863157,0.57295024
345,0.8052579,-0.29895,0.8700296
346,-0.5321551,0.7321361,0.3749834
347,0.33645603,0.7447854,-0.07907382
348,0.4897478,0.7331534,-0.2770958
349,-0.8697393,-0.14919145,0.46924508
350,0.013016934,1.1678165,-0.024597552
351,0.06849906,0.5483841,1.1566452
352,0.8954426,0.7976588,0.28298438
353,0.525607,-0.4641247,0.10891975
354,0.8040922,-0.10183701,-0.17450434
355,-0.014468882,0.82062316,-0.23097987
356,-0.38014647,-0.12412255,0.80306584
357,0.37786895,0.3023214,-0.18806264
358,0.33535534,-0.93433815,0.6214439
359,0.8426028,-0.5518098,0.5382048
360,0.48537645,0.031636883,-0.3057233
361,0.66516197,0.72111833,0.5934623
362,0.15110157,-0.9725263,0.048638858
363,-0.09910432,0.911409,0.29762056
364,0.56667745,-0.48812225,1.0044867
365,0.50921494,0.101746194,-0.82766384
366,-0.49683684,0.24589372,-0.32590547
367,0.043615878,-0.17393148,-0.27663353
368,-0.1635101,0.6846991,0.43580857
369,0.9813082,-0.14154996,0.44872394
370,0.3282689,0.2292429,0.68758446
371,-0.65641636,0.030909443,-0.808438
372,-0.28872168,-0.030832328,0.56156063
373,0.01566515,0.3352601,-0.89166945
374,-0.61402106,-0.34536725,0.112233385
375,-0.75975573,0.27695018,-0.36729196
376,0.18012162,0.031669315,-0.33527794
377,0.2926663,-0.96540403,-0.20594214
378,0.018529847,0.9355563,0.16486645
379,-0.5631712,-0.26355982,-0.014429553
380,-0.2224473,1.0190275,0.7160816
381,0.26976302,-0.4765682,0.99047595
382,-1.1011883,0.25948864,0.64747477
383,-0.9637809,-0.2904028,0.07159127
384,-0.32736745,-0.9474375,-0.021630524
385,-0.36307177,1.1043143,0.6024316
386,0.44667488,-0.34520003,0.41515198
387,0.28143367,0.9342465,0.74093264
388,-0.19491436,-0.51239824,0.14600123
389,0.146606,-0.39208162,0.7539337
390,0.3807291,0.86401093,0.66223204
391,-0.1751723,0.43241656,-0.38054708
392,-0.48421624,0.7224629,0.047048792
393,1.0415881,-0.17253695,-0.27183294
394,0.20549686,-0.32206893,0.43368542
395,0.51396465,0.47101253,-0.13261779
396,-0.8328495,-0.17367665,-0.71251464
397,-0.3984896,-1.0707203,-0.04492776
398,-0.47195625,0.4428016,0.44544813
399,-0.11499595,0.4706856,-0.7176176
400,-0.03602575,-1.1811582,0.19463779
401,-0.28622025,-0.39903224,0.28451902
402,-0.8646374,0.13427871,0.28526202
403,0.6547545,0.8341249,0.032103375
404,-0.49416688,-0.60166276,-0.58244044
405,1.1660435,0.14427206,-0.20080741
406,0.201169,-0.90200824,0.041109372
407,0.3155858,-0.02775542,-0.064553
408,0.1734434,0.3016512,-0.5657197
409,-0.26215565,-1.1513512,0.1198651
410,1.0236366,0.5553581,0.26446658
411,-0.09331099,1.2024684,0.13951859
412,0.9088688,0.2218288,-0.13067523
413,-0.5355411,-0.7419423,0.8354955
414,-0.28364873,0.028188655,0.1618137
415,-0.23103948,0.8187973,0.8423195
416,0.9586619,-0.12920237,0.20708123
417,-0.057891328,0.4693051,0.7377674
418,0.48133108,-0.9139122,-0.32051104
419,-0.3532112,0.761093,-0.37210032
420,0.6335698,0.67230695,0.5773513
421,0.6652898,0.8648036,0.4650103
422,-0.23114242,-0.23223378,-0.90397537
423,0.056441497,-0.5010858,-0.8768448
424,0.0015606702,0.73628885,0.69871616
425,-0.51177377,-0.6690392,-0.36648875
426,1.0152775,-0.44626075,0.12209246
427,0.25873274,-0.3554648,0.5505436
428,-0.12662564,0.21466197,0.49295965
429,0.5348816,0.806337,0.9408963
430,0.13125242,0.050424732,-0.7118101
431,0.6883654,-0.5714765,0.17273855
432,-0.53931475,-0.9154291,0.50489426
433,-0.3494152,-0.5740168,1.0377798
434,-0.16545644,1.0248579,-0.12570487
435,-0.015464899,-0.28087798,0.5127797
436,0.36037305,-1.129535,-0.16887383
437,1.1419995,0.0010028643,0.01282284
438,-0.105750985,-0.7277932,-0.14723207
439,-0.20873892,0.8054497,1.05687
440,-0.72001487,0.3933837,0.11170451
441,0.2693803,-0.5117463,-0.72749776
442,0.3790994,0.59649366,-0.27993163
443,0.3620815,-0.26217273,0.7140172
444,0.039654758,-0.5810183,1.0197005
445,-0.01783854,-0.23927563,0.2583442
446,1.1587481,0.0475807,0.6248557
447,-0.47034034,0.6849784,0.8633037
448,-0.51672846,0.6828547,0.22590132
449,0.707996,0.7009403,0.075989395
450,-0.25498676,-0.49271068,-0.90476286
451,-0.6794116,-0.6334909,0.14119267
452,-0.7604173,-0.8979926,0.4870341
453,0.70330465,0.195746,-0.7015932
454,0.77780944,0.33988675,-0.09858573
455,0.43532574,-0.60023755,-0.20601948
456,1.0437146,-0.52373874,0.10597067
457,0.07414931,-0.6452668,0.18250893
458,0.76741374,-0.10083783,0.29744285
459,-0.60114557,-0.15751028,0.41490233
460,-0.057749733,0.5458279,-0.4506492
461,0.35153797,0.4165012,-0.66225064
462,0.16271327,0.67906725,0.17823917
463,-0.69481033,-0.44582504,1.0511053
464,0.5721536,-1.0115018,0.0027550524
465,-1.1770756,-0.047774635,0.587085
466,-0.95374346,-0.5277876,-0.074408434
467,0.6525198,-0.32068983,-0.087854534
468,0.19280647,-0.3571971,0.8998727
469,-0.62249655,0.16018507,-0.17255385
470,0.3915777,-0.64900273,-0.5900176
471,1.126148,0.20405573,0.022535475
472,0.20022209,0.041745964,0.82794064
473,-0.5437598,-0.36737403,1.1662358
474,0.7009138,-0.05916067,0.17484963
475,-0.7382997,0.22782576,-0.6036602
476,-0.42108825,0.8875755,-0.5513105
477,0.017301096,-0.22646981,0.95819646
478,0.8395648,-0.4195224,0.66504514
479,0.67780703,0.38662672,-0.69001234
480,0.9397077,0.09773638,-0.36281893
481,-0.68468666,-0.4895032,-0.30914372
482,0.6047408,0.8710635,-0.012427008
483,-0.49267274,-0.43676215,0.7125533
484,0.7919487,-0.7959651,-0.14164747
485,0.63562065,-0.267012,0.4075946
486,0.40253565,-1.0538604,0.2922424
487,0.5233021,-0.83169675,0.88257927
488,-0.58668464,0.2538847,-0.3276002
489,0.034636162,0.02222639,-0.14579807
490,0.5358166,-0.09570964,1.2334863
491,0.48648858,0.57245266,1.0852273
492,-0.564821,0.76767725,-0.58089846
493,0.89134306,0.5029247,0.7486419
494,0.15518199,1.1177267,0.17164688
495,-0.29870573,-0.84241164,0.8965141
496,0.5121775,0.79282033,0.29707578
497,0.7500087,0.13176769,-0.0776158
498,-0.47553036,-0.5248862,1.1095351
499,0.43175748,0.7417035,-0.44283026
500,0.31218526,0.17936496,1.013076
501,-1.1204106,0.122146666,-0.3499182
502,-0.4830585,-0.36760375,0.4842311
503,-0.4148751,0.58174765,-0.057681534
504,-0.1680828,0.4636097,-0.2378596
505,0.354336,0.42869788,0.5117054
506,-0.75251967,-0.20416534,0.8083495
507,-0.96674126,-0.2409975,0.7757125
508,0.5113861,-0.1931784,-0.20268957
509,-0.25596905,-0.58930933,-0.55566764
510,-0.042400755,-0.5786656,-0.35034585
511,-0.506773,-1.0198325,0.42861146
512,0.30912194,0.37126204,-0.40049493
513,0.4400657,0.5165747,0.45601854
514,-0.4677315,-0.57225937,0.42517072
515,0.95748454,-0.7434184,0.3999647
516,0.502849,0.4502797,-0.04862077
517,-0.12436438,1.1439525,-0.07141171
518,0.849504,-0.7786485,0.61215127
519,-0.16604301,-1.0184363,0.8019609
520,1.0363717,-0.16494757,-0.4222209
521,0.22363497,0.2832292,0.52522063
522,-0.102648705,0.58183366,0.4478293
523,0.29195902,0.6072037,0.7757935
524,0.05362256,-1.0788532,-0.14121765
525,1.0519165,0.21112227,0.27682987
526,-0.5778662,-0.3288777,1.1693652
527,0.41615763,0.7184676,0.06686356
528,0.32561806,-0.62904096,0.6946521
529,-0.18099667,-0.14363621,0.5543058
530,-0.49738482,0.0065781064,-0.9285598
531,0.6611018,-0.22582236,0.56893426
532,-0.97392035,-0.52703136,-0.2944828
533,-0.62510765,0.03751415,0.26988453
534,-0.35778508,-0.3655271,1.002389
535,-0.9935801,-0.26817313,0.31442797
536,0.007831181,-0.76534235,1.0780419
537,0.62088966,-0.1519735,0.45736688
538,-0.84908646,0.43411353,-0.62086684
539,0.5810026,0.037333373,-0.66559297
540,0.9771388,-0.6461579,-0.18332168
541,-0.9866363,-0.69409674,0.22906142
542,-0.2724178,-0.6644916,-0.5201152
543,1.149657,0.29075122,0.3231961
544,-0.21056224,-0.17763917,0.28326252
545,0.49107453,0.50536525,-0.6397652
546,0.0002818802,-0.22010477,1.1073174
547,0.3285473,0.08126017,-0.7805134
548,0.2640947,-0.95699024,-0.22598356
549,0.01951266,-0.20182085,-1.0236899
550,0.15169574,0.32106614,0.65257907
551,0.089141496,0.84029424,0.9844709
552,0.8583154,-0.03726335,-0.23492901
553,0.7288955,-0.12176472,-0.61039454
554,0.9433761,-0.27648765,0.28540242
555,-0.44709462,-0.6997217,-0.19269866
556,-0.31866682,-1.0782158,-0.1450645
557,-0.089403704,0.55684435,0.5728237
558,0.7612366,0.68202394,0.3020479
559,0.70489997,0.6293675,0.9385052
560,0.045020167,-0.8991887,0.6088937
561,0.30118448,0.60563296,-0.6442975
562,1.0205712,0.6467883,0.42388827
563,0.38533184,0.9728198,0.3780169
564,0.3309783,-0.8588082,0.11580305
565,0.5409928,-0.5726433,-0.56336457
566,-0.46543297,-0.64624846,-0.53171843
567,-0.18787289,1.0195963,0.19864912
568,-0.29300308,0.80457735,0.57977694
569,0.7406036,-0.5701349,0.6618973
570,-0.4387205,-0.57622033,-0.59168357
571,0.4866024,-0.70321095,0.41925818
572,-0.5884124,0.40492237,0.96834934
573,0.6950631,0.65212834,-0.599694
574,-1.0290376,0.49737206,-0.14813197
575,0.14334293,-1.1525517,0.5981185
576,0.70934564,0.16545174,-0.28705502
577,0.6608835,0.3093577,0.8367566
578,0.15848838,0.31153512,1.0920831
579,0.64182544,-0.14426549,0.6994925
580,-0.27692384,-0.6778113,0.42312968
581,-0.113089144,0.43696576,0.62482905
582,0.0008986155,0.47720996,0.6738395
583,0.37159738,-0.56177944,-0.6784836
584,0.3398508,0.2482553,-0.62061
585,0.51284784,-0.112070024,0.60040146
586,0.69775647,0.27424356,0.68009895
587,0.0898377,-0.028760917,-0.064282
588,-0.86577237,0.18151808,-0.3764687
589,1.0532688,0.20797701,0.41310045
590,-0.19166213,-1.0385865,0.44811738
591,-0.75836605,0.5935652,-0.35270113
592,-0.7230173,-0.67658556,0.10376803
593,0.745733,-0.4343652,-0.32054156
594,-0.36170062,0.43498552,-0.9125879
595,-1.0431579,-0.038655013,-0.3129512
596,0.1585209,0.75951225,-0.72612876
597,0.20174772,0.013771901,-0.70880306
598,0.30999622,-0.56589895,0.1505858
599,-1.0443192,-0.10103986,-0.30284134
600,-0.10392144,0.5625152,0.36671895
601,0.41803083,0.6926232,1.0865074
602,-0.46531126,0.095056765,1.0312701
603,-0.7620837,-0.026518656,0.7851036
604,-0.018577322,-0.042047843,1.026576
605,-0.34649056,0.89948666,-0.051988
606,-0.42941722,-0.11502522,0.8371174
607,-0.81127095,0.16931829,0.37928617
608,-0.025938844,0.36186314,-0.4944332
609,0.13165566,-0.31956688,0.5851681
610,-0.8969411,0.17719354,-0.6058241
611,-0.55339235,-0.7032255,-0.6119056
612,-0.3136294,0.74433064,-0.15052317
613,0.73981595,-0.81219214,0.6129115
614,0.9266726,0.73148704,0.49932232
615,0.6256644,-0.8698786,0.07680899
616,-0.37195152,-1.0155587,0.14632621
617,-0.07982736,-0.08425147,0.8324391
618,-0.8637695,-0.031836614,0.0059630354
619,-0.25533575,0.81888264,-0.6422291
620,0.026451893,0.28782284,1.2075143
621,0.024635024,0.0031891116,-0.94339246
622,-1.1627212,0.1278999,0.026446532
623,0.5614957,-0.9710175,0.45179874
624,-0.5473756,-0.81625986,-0.119621195
625,0.7536144,-0.26976606,0.80792415
626,0.44348282,0.1644539,1.2538618
627,0.8171464,0.061839093,0.8691101
628,-0.586259,0.27865902,0.6272499
629,0.54012495,0.5156154,0.48772386
630,-1.0526515,-0.14300466,-0.41637868
631,-0.13321368,0.0037949008,-0.45235345
632,-0.07259937,0.40478408,0.80894285
633,0.6346702,0.19472778,1.1918994
634,-0.22200628,-0.24398436,1.1424673
635,0.47763953,-0.57091707,-0.5924754
636,-0.7884188,-0.39473096,0.0058940495
637,0.07863729,-0.53013664,0.16304897
638,-0.50014484,0.24020489,0.015609807
639,1.0060326,-0.39010578,0.7635003
640,0.16651314,0.39257625,1.1769662
641,0.19214346,-0.09004576,-0.7722273
642,0.3967941,0.08072969,-0.8108375
643,-0.8186903,0.16993575,-0.32810596
644,0.48002815,-0.105177514,-0.5026959
645,0.28492576,-0.6178547,0.3750794
646,-0.35197812,0.80888057,0.9827404
647,-0.056624006,-0.37295222,-0.1626005
648,0.76428634,-0.4295513,-0.54635155
649,-1.0382792,-0.0832672,0.13633025
650,0.8522718,-0.6969033,-0.11652181
651,0.77101433,0.809059,-0.10747231
652,-0.10218994,-0.49178526,1.2623872
653,0.078930385,-1.1683524,0.11999048
654,-0.23062974,-0.846953,0.572024
655,0.28198957,1.0962054,0.58544433
656,-1.0579923,-0.36333448,0.30765843
